time,computers on
2016-08-28 08:55:11,15
2016-08-28 09:12:49,15
2016-08-28 09:30:26,15
2016-08-28 09:48:04,15
2016-08-28 10:05:42,15
2016-08-28 10:23:19,15
2016-08-28 10:40:57,15
2016-08-28 10:58:34,15
2016-08-28 11:16:12,15
2016-08-28 11:33:50,15
2016-08-28 11:51:27,15
2016-08-28 12:09:05,15
2016-08-28 12:26:43,15
2016-08-28 12:44:20,15
2016-08-28 13:01:58,15
2016-08-28 13:19:36,15
2016-08-28 13:37:13,15
2016-08-28 13:54:51,15
2016-08-28 14:12:28,15
2016-08-28 14:30:06,15
2016-08-28 14:47:44,15
2016-08-28 15:05:21,15
2016-08-28 15:22:59,15
2016-08-28 15:40:36,15
2016-08-28 15:58:14,15
2016-08-28 16:15:52,15
2016-08-28 16:33:30,15
2016-08-28 16:51:07,15
2016-08-28 17:08:45,15
2016-08-28 17:26:22,15
2016-08-28 17:44:00,15
2016-08-28 18:01:38,16
2016-08-28 18:19:15,16
2016-08-28 18:36:53,16
2016-08-28 18:54:31,16
2016-08-28 19:12:08,16
2016-08-28 19:29:46,16
2016-08-28 19:47:23,16
2016-08-28 20:05:01,16
2016-08-28 20:22:39,16
2016-08-28 20:40:16,16
2016-08-28 20:57:54,16
2016-08-28 21:15:32,16
2016-08-28 21:33:09,16
2016-08-28 21:50:47,16
2016-08-28 22:08:25,16
2016-08-28 22:26:02,16
2016-08-28 22:43:40,16
2016-08-28 23:01:17,16
2016-08-28 23:18:55,16
2016-08-28 23:36:33,16
2016-08-28 23:54:10,16
2016-08-29 00:11:48,16
2016-08-29 00:29:26,16
2016-08-29 00:47:03,16
2016-08-29 01:04:41,16
2016-08-29 01:22:18,16
2016-08-29 01:39:56,16
2016-08-29 01:57:34,16
2016-08-29 02:15:11,16
2016-08-29 02:32:49,16
2016-08-29 02:50:27,16
2016-08-29 03:08:04,15
2016-08-29 03:25:42,16
2016-08-29 03:43:19,16
2016-08-29 04:00:57,16
2016-08-29 04:18:35,16
2016-08-29 04:36:12,16
2016-08-29 04:53:50,16
2016-08-29 05:11:28,16
2016-08-29 05:29:05,16
2016-08-29 05:46:43,16
2016-08-29 06:04:21,16
2016-08-29 06:21:58,16
2016-08-29 06:39:36,16
2016-08-29 06:57:14,16
2016-08-29 07:14:51,16
2016-08-29 07:32:29,16
2016-08-29 07:50:06,16
2016-08-29 08:07:44,16
2016-08-29 08:25:22,16
2016-08-29 08:42:59,17
2016-08-29 09:00:37,19
2016-08-29 09:18:15,19
2016-08-29 09:35:52,24
2016-08-29 09:53:30,35
2016-08-29 10:11:07,41
2016-08-29 10:28:45,43
2016-08-29 10:46:23,45
2016-08-29 11:04:00,45
2016-08-29 11:21:38,44
2016-08-29 11:39:16,45
2016-08-29 11:56:53,45
2016-08-29 12:14:31,45
2016-08-29 12:32:09,45
2016-08-29 12:49:46,45
2016-08-29 13:07:24,45
2016-08-29 13:25:01,44
2016-08-29 13:42:39,44
2016-08-29 14:00:17,44
2016-08-29 14:17:54,44
2016-08-29 14:35:32,44
2016-08-29 14:53:10,45
2016-08-29 15:10:48,45
2016-08-29 15:28:25,45
2016-08-29 15:46:03,44
2016-08-29 16:03:40,44
2016-08-29 16:21:18,44
2016-08-29 16:38:56,44
2016-08-29 16:56:33,43
2016-08-29 17:14:11,42
2016-08-29 17:31:48,31
2016-08-29 17:49:26,22
2016-08-29 18:07:04,22
2016-08-29 18:24:41,19
2016-08-29 18:42:19,18
2016-08-29 18:59:57,18
2016-08-29 19:17:34,17
2016-08-29 19:35:12,17
2016-08-29 19:52:50,17
2016-08-29 20:10:27,17
2016-08-29 20:28:05,17
2016-08-29 20:45:42,17
2016-08-29 21:03:20,17
2016-08-29 21:20:58,17
2016-08-29 21:38:35,17
2016-08-29 21:56:13,17
2016-08-29 22:13:51,17
2016-08-29 22:31:28,17
2016-08-29 22:49:06,17
2016-08-29 23:06:44,17
2016-08-29 23:24:21,17
2016-08-29 23:41:59,17
2016-08-29 23:59:37,17
2016-08-30 00:17:15,17
2016-08-30 00:34:52,17
2016-08-30 00:52:30,17
2016-08-30 01:10:07,17
2016-08-30 01:27:45,17
2016-08-30 01:45:23,17
2016-08-30 02:03:00,17
2016-08-30 02:20:38,17
2016-08-30 02:38:15,17
2016-08-30 02:55:53,17
2016-08-30 03:13:31,18
2016-08-30 03:31:17,17
2016-08-30 03:48:54,17
2016-08-30 04:06:32,17
2016-08-30 04:24:09,17
2016-08-30 04:41:47,17
2016-08-30 04:59:25,17
2016-08-30 05:17:02,17
2016-08-30 05:34:40,17
2016-08-30 05:52:18,17
2016-08-30 06:09:55,17
2016-08-30 06:27:33,17
2016-08-30 06:45:10,17
2016-08-30 07:02:48,17
2016-08-30 07:20:26,17
2016-08-30 07:38:03,17
2016-08-30 07:55:41,17
2016-08-30 08:13:18,17
2016-08-30 08:30:56,17
2016-08-30 08:48:34,18
2016-08-30 09:06:12,22
2016-08-30 09:23:49,25
2016-08-30 09:41:27,26
2016-08-30 09:59:05,34
2016-08-30 10:16:42,41
2016-08-30 10:34:20,41
2016-08-30 10:51:58,42
2016-08-30 11:09:35,43
2016-08-30 11:27:13,44
2016-08-30 11:44:50,43
2016-08-30 12:02:28,44
2016-08-30 12:20:06,43
2016-08-30 12:37:43,43
2016-08-30 12:55:21,42
2016-08-30 13:12:59,42
2016-08-30 13:30:36,41
2016-08-30 13:48:14,41
2016-08-30 14:05:51,41
2016-08-30 14:23:29,41
2016-08-30 14:41:07,41
2016-08-30 14:58:44,41
2016-08-30 15:16:22,41
2016-08-30 15:33:59,41
2016-08-30 15:51:37,41
2016-08-30 16:09:15,41
2016-08-30 16:26:52,41
2016-08-30 16:44:30,42
2016-08-30 17:02:08,41
2016-08-30 17:19:45,40
2016-08-30 17:37:23,29
2016-08-30 17:55:01,24
2016-08-30 18:12:38,22
2016-08-30 18:30:16,19
2016-08-30 18:47:54,19
2016-08-30 19:05:31,19
2016-08-30 19:23:09,19
2016-08-30 19:40:46,19
2016-08-30 19:58:24,19
2016-08-30 20:16:02,19
2016-08-30 20:33:39,19
2016-08-30 20:51:17,19
2016-08-30 21:08:55,19
